58	-93	-32	3	-8	2	0	47	9	104	-32	2	0	-93	-32	3	-8	2	0	47	9	104	-32	2	0	
108	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
158	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
208	-61	-32	3	-9	2	0	46	9	104	-32	1	0	-61	-32	3	-9	2	0	46	9	104	-32	1	0	
258	-93	-32	3	-10	2	0	46	9	103	-32	2	0	-93	-32	3	-10	2	0	46	9	103	-32	2	0	
308	-93	-32	3	-8	2	0	47	9	104	-32	1	0	-93	-32	3	-8	2	0	47	9	104	-32	1	0	
358	-93	-32	3	-9	2	0	47	9	104	-32	2	0	-93	-32	3	-9	2	0	47	9	104	-32	2	0	
408	-93	-32	3	-9	2	0	47	9	104	-32	1	0	-93	-32	3	-9	2	0	47	9	104	-32	1	0	
458	-93	-32	3	-9	2	0	47	9	104	-32	2	0	-93	-32	3	-9	2	0	47	9	104	-32	2	0	
508	-93	-32	3	-10	2	0	47	9	103	-32	2	0	-93	-32	3	-10	2	0	47	9	103	-32	2	0	
558	-93	-32	4	-8	2	0	46	9	104	-32	1	0	-93	-32	4	-8	2	0	46	9	104	-32	1	0	
608	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
658	-93	-32	3	-8	2	0	47	9	105	-32	1	0	-93	-32	3	-8	2	0	47	9	105	-32	1	0	
708	-93	-32	3	-9	2	0	47	9	103	-32	1	0	-93	-32	3	-9	2	0	47	9	103	-32	1	0	
758	-93	-32	3	-8	2	-1	47	9	104	-32	1	0	-93	-32	3	-8	2	-1	47	9	104	-32	1	0	
808	-93	-32	3	-10	2	0	47	9	104	-32	1	-1	-93	-32	3	-10	2	0	47	9	104	-32	1	-1	
858	-61	-32	3	-9	3	0	47	9	104	-32	1	0	-61	-32	3	-9	3	0	47	9	104	-32	1	0	
908	-93	-32	3	-10	2	0	47	9	104	-32	1	0	-93	-32	3	-10	2	0	47	9	104	-32	1	0	
958	-61	-32	3	-10	2	-1	47	9	104	-32	2	0	-61	-32	3	-10	2	-1	47	9	104	-32	2	0	
1008	-61	-32	3	-9	2	0	46	9	105	-32	1	0	-61	-32	3	-9	2	0	46	9	105	-32	1	0	
1058	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
1108	35	-32	3	-9	2	0	47	9	104	-32	1	-1	35	-32	3	-9	2	0	47	9	104	-32	1	-1	
1168	-93	-32	3	-10	3	0	46	9	104	-32	1	0	-93	-32	3	-10	3	0	46	9	104	-32	1	0	
1219	-93	-32	3	-10	2	0	46	9	104	-32	1	0	-93	-32	3	-10	2	0	46	9	104	-32	1	0	
1269	-93	-32	3	-8	2	0	47	9	103	-32	1	0	-93	-32	3	-8	2	0	47	9	103	-32	1	0	
1319	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
1369	-61	-32	3	-10	2	0	46	9	104	-32	1	0	-61	-32	3	-10	2	0	46	9	104	-32	1	0	
1419	-93	-32	3	-8	2	0	47	9	105	-32	2	0	-93	-32	3	-8	2	0	47	9	105	-32	2	0	
1469	-61	-32	4	-8	2	0	46	9	104	-32	2	0	-61	-32	4	-8	2	0	46	9	104	-32	2	0	
1519	-93	-32	3	-9	2	0	47	9	104	-32	2	0	-93	-32	3	-9	2	0	47	9	104	-32	2	0	
1569	3	-32	3	-9	2	-1	46	9	104	-32	1	0	3	-32	3	-9	2	-1	46	9	104	-32	1	0	
1619	-93	-32	3	-10	2	0	47	9	104	-32	1	0	-93	-32	3	-10	2	0	47	9	104	-32	1	0	
1669	-93	-32	3	-8	2	0	47	9	104	-32	2	0	-93	-32	3	-8	2	0	47	9	104	-32	2	0	
1719	-93	-32	3	-9	2	-1	47	9	104	-32	1	0	-93	-32	3	-9	2	-1	47	9	104	-32	1	0	
1769	-93	-32	3	-9	3	-1	46	9	104	-32	1	0	-93	-32	3	-9	3	-1	46	9	104	-32	1	0	
1819	-93	-32	3	-9	2	0	47	9	104	-32	2	0	-93	-32	3	-9	2	0	47	9	104	-32	2	0	
1869	35	-32	3	-8	2	0	47	9	104	-32	1	0	35	-32	3	-8	2	0	47	9	104	-32	1	0	
1932	-93	-32	3	-10	2	0	46	9	104	-32	1	-1	-93	-32	3	-10	2	0	46	9	104	-32	1	-1	
1982	-93	-32	3	-10	2	0	46	9	104	-32	1	0	-93	-32	3	-10	2	0	46	9	104	-32	1	0	
2032	-93	-32	3	-8	2	0	47	9	104	-32	1	0	-93	-32	3	-8	2	0	47	9	104	-32	1	0	
2082	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
2132	-61	-32	3	-9	2	0	47	9	104	-32	1	0	-61	-32	3	-9	2	0	47	9	104	-32	1	0	
2182	-61	-32	3	-9	2	0	47	9	104	-32	2	0	-61	-32	3	-9	2	0	47	9	104	-32	2	0	
2232	-93	-32	3	-8	2	0	47	9	104	-32	1	0	-93	-32	3	-8	2	0	47	9	104	-32	1	0	
2282	-93	-32	3	-10	2	-1	46	9	104	-32	1	0	-93	-32	3	-10	2	-1	46	9	104	-32	1	0	
2332	-93	-32	3	-10	2	0	47	9	104	-32	2	0	-93	-32	3	-10	2	0	47	9	104	-32	2	0	
2382	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
2432	-93	-32	3	-9	2	-1	47	9	104	-32	2	0	-93	-32	3	-9	2	-1	47	9	104	-32	2	0	
2482	-93	-32	3	-9	2	0	47	9	105	-32	2	0	-93	-32	3	-9	2	0	47	9	105	-32	2	0	
2532	-93	-32	3	-10	3	0	47	9	104	-32	1	0	-93	-32	3	-10	3	0	47	9	104	-32	1	0	
2582	-93	-32	4	-8	2	-1	46	9	104	-32	2	0	-93	-32	4	-8	2	-1	46	9	104	-32	2	0	
2632	-61	-32	3	-8	2	0	46	9	104	-32	2	0	-61	-32	3	-8	2	0	46	9	104	-32	2	0	
2682	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
2732	-93	-32	3	-10	2	-1	47	10	103	-32	2	0	-93	-32	3	-10	2	-1	47	10	103	-32	2	0	
2782	-93	-32	3	-10	2	0	46	9	104	-32	1	0	-93	-32	3	-10	2	0	46	9	104	-32	1	0	
2858	-93	-32	3	-9	2	0	47	9	104	-32	1	0	-93	-32	3	-9	2	0	47	9	104	-32	1	0	
2908	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
2958	-93	-32	3	-10	2	-1	47	9	104	-32	1	0	-93	-32	3	-10	2	-1	47	9	104	-32	1	0	
3008	-93	-32	3	-10	2	0	47	9	104	-32	1	0	-93	-32	3	-10	2	0	47	9	104	-32	1	0	
3058	-93	-32	3	-10	2	0	46	10	105	-32	1	0	-93	-32	3	-10	2	0	46	10	105	-32	1	0	
3108	-93	-32	3	-9	2	0	47	9	103	-32	2	0	-93	-32	3	-9	2	0	47	9	103	-32	2	0	
3158	-93	-32	3	-8	2	0	47	9	104	-32	1	0	-93	-32	3	-8	2	0	47	9	104	-32	1	0	
3208	-93	-32	3	-9	2	0	47	10	104	-32	2	0	-93	-32	3	-9	2	0	47	10	104	-32	2	0	
3258	-93	-32	3	-10	3	0	47	9	104	-32	1	0	-93	-32	3	-10	3	0	47	9	104	-32	1	0	
3308	-93	-32	3	-9	2	-1	47	9	105	-32	1	0	-93	-32	3	-9	2	-1	47	9	105	-32	1	0	
3358	-93	-32	3	-10	2	0	47	9	104	-32	1	0	-93	-32	3	-10	2	0	47	9	104	-32	1	0	
3408	-93	-32	3	-9	2	0	47	9	104	-32	1	0	-93	-32	3	-9	2	0	47	9	104	-32	1	0	
3458	-93	-32	3	-9	2	0	47	9	104	-32	1	0	-93	-32	3	-9	2	0	47	9	104	-32	1	0	
3508	-93	-32	3	-10	2	0	47	9	104	-32	1	0	-93	-32	3	-10	2	0	47	9	104	-32	1	0	
3558	-93	-32	3	-8	2	0	46	9	104	-32	2	-1	-93	-32	3	-8	2	0	46	9	104	-32	2	-1	
3608	-61	-32	3	-9	3	0	46	9	104	-32	1	0	-61	-32	3	-9	3	0	46	9	104	-32	1	0	
3658	-93	-32	3	-9	2	0	46	9	104	-32	1	0	-93	-32	3	-9	2	0	46	9	104	-32	1	0	
3708	-93	-32	3	-9	2	0	47	9	104	-32	2	0	-93	-32	3	-9	2	0	47	9	104	-32	2	0	
3758	-61	-32	3	-8	2	0	46	9	104	-32	2	0	-61	-32	3	-8	2	0	46	9	104	-32	2	0	
3808	-61	-32	3	-9	2	0	46	9	104	-32	1	0	-61	-32	3	-9	2	0	46	9	104	-32	1	0	
